Time_secs,EPC,PeakRSSI,Drowning
24.9,8562,-100,0
25,8562,-100,0
25.1,8562,-100,0
25.2,8562,-100,0
25.3,8562,-100,0
25.4,8562,-100,0
25.5,8562,-100,0
25.6,8562,-100,0
25.7,8562,-100,0
25.8,8562,-100,0
25.9,8562,-100,0
26,8562,-100,0
26.1,8562,-100,0
26.2,8562,-100,0
26.3,8562,-100,0
26.4,8562,-100,0
26.5,8562,-100,0
26.6,8562,-100,0
26.7,8562,-100,0
26.8,8562,-100,0
26.9,8562,-100,0
27,8562,-100,0
27.1,8562,-100,0
27.2,8562,-100,0
27.3,8562,-100,0
27.4,8562,-100,0
27.5,8562,-100,0
27.6,8562,-100,0
27.7,8562,-100,0
27.8,8562,-100,0
27.9,8562,-100,0
28,8562,-100,0
28.1,8562,-100,0
28.2,8562,-100,0
28.3,8562,-100,0
28.4,8562,-100,0
28.5,8562,-100,0
28.6,8562,-100,0
28.7,8562,-100,0
28.8,8562,-100,0
28.9,8562,-100,0
29,8562,-100,0
29.1,8562,-100,0
29.2,8562,-100,0
29.3,8562,-100,0
29.4,8562,-100,0
29.5,8562,-100,0
29.6,8562,-100,0
29.7,8562,-100,0
29.8,8562,-100,0
29.9,8562,-100,0
30,8562,-100,0
30.1,8562,-100,0
30.2,8562,-100,0
30.3,8562,-100,0
30.4,8562,-100,0
30.5,8562,-100,0
30.6,8562,-100,0
30.7,8562,-100,0
30.8,8562,-100,0
30.9,8562,-100,0
31,8562,-100,0
31.1,8562,-100,0
31.2,8562,-100,0
31.3,8562,-100,0
31.4,8562,-100,0
31.5,8562,-100,0
31.6,8562,-100,0
31.7,8562,-100,0
31.8,8562,-100,0
31.9,8562,-100,0
32,8562,-100,0
32.1,8562,-100,0
32.2,8562,-100,0
32.3,8562,-100,0
32.4,8562,-100,0
32.5,8562,-100,0
32.6,8562,-100,0
32.7,8562,-100,0
32.8,8562,-100,0
32.9,8562,-100,0
33,8562,-100,0
33.1,8562,-100,0
33.2,8562,-100,0
33.3,8562,-100,0
33.4,8562,-100,0
33.5,8562,-100,0
33.6,8562,-100,0
33.7,8562,-100,0
33.8,8562,-100,0
33.9,8562,-100,0
34,8562,-100,0
34.1,8562,-100,0
34.2,8562,-100,0
34.3,8562,-100,0
34.4,8562,-100,0
34.5,8562,-100,0
34.6,8562,-100,0
34.7,8562,-100,0
34.8,8562,-100,0
34.9,8562,-100,0
35,8562,-100,0
35.1,8562,-100,0
35.2,8562,-100,0
35.3,8562,-100,0
35.4,8562,-100,0
35.5,8562,-100,0
35.6,8562,-100,0
35.7,8562,-100,0
35.8,8562,-100,0
35.9,8562,-100,0
36,8562,-100,0
36.1,8562,-100,0
36.2,8562,-100,0
36.3,8562,-100,0
36.4,8562,-100,0
36.5,8562,-100,0
36.6,8562,-100,0
36.7,8562,-100,0
36.8,8562,-100,0
36.9,8562,-100,0
37,8562,-100,0
37.1,8562,-100,0
37.2,8562,-100,0
37.3,8562,-100,0
37.4,8562,-100,0
37.5,8562,-100,0
37.6,8562,-100,0
37.7,8562,-100,0
37.8,8562,-100,0
37.9,8562,-100,0
38,8562,-100,0
38.1,8562,-100,0
38.2,8562,-100,0
38.3,8562,-100,0
38.4,8562,-100,0
38.5,8562,-100,0
38.6,8562,-100,0
38.7,8562,-100,0
38.8,8562,-100,0
38.9,8562,-100,0
39,8562,-100,0
39.1,8562,-100,0
39.2,8562,-100,0
39.3,8562,-100,0
39.4,8562,-100,0
39.5,8562,-100,0
39.6,8562,-100,0
39.7,8562,-100,0
39.8,8562,-100,0
39.9,8562,-100,0
40,8562,-100,0
40.1,8562,-100,0
40.2,8562,-100,0
40.3,8562,-100,0
40.4,8562,-100,0
40.5,8562,-100,0
40.6,8562,-100,0
40.7,8562,-100,0
40.8,8562,-100,0
40.9,8562,-100,0
41,8562,-100,0
41.1,8562,-100,0
41.2,8562,-100,0
41.3,8562,-100,0
41.4,8562,-100,0
41.5,8562,-100,0
41.6,8562,-100,0
41.7,8562,-100,0
41.8,8562,-100,0
41.9,8562,-100,0
42,8562,-100,0
42.1,8562,-100,0
42.2,8562,-100,0
42.3,8562,-100,0
42.4,8562,-100,0
42.5,8562,-100,0
42.6,8562,-100,0
42.7,8562,-100,0
42.8,8562,-100,0
42.9,8562,-100,0
43,8562,-100,0
43.1,8562,-100,0
43.2,8562,-100,0
43.3,8562,-100,0
43.4,8562,-100,0
43.5,8562,-100,0
43.6,8562,-100,0
43.7,8562,-100,0
43.8,8562,-100,0
43.9,8562,-100,0
44,8562,-100,0
44.1,8562,-100,0
44.10648,8562,-67,0
44.2,8562,-100,0
44.3,8562,-100,0
44.4,8562,-100,0
44.5,8562,-100,0
44.50696,8562,-65,0
44.6,8562,-100,0
44.7,8562,-100,0
44.8,8562,-100,0
44.9,8562,-100,0
45,8562,-100,0
45.1,8562,-100,0
45.2,8562,-100,0
45.3,8562,-100,0
45.34593,8562,-62,0
45.4,8562,-100,0
45.5,8562,-100,0
45.6,8562,-100,0
45.7,8562,-100,0
45.8,8562,-100,0
45.85369,8562,-61,0
45.9,8562,-100,0
46,8562,-100,0
46.1,8562,-100,0
46.2,8562,-100,0
46.3,8562,-100,0
46.34614,8562,-63,0
46.4,8562,-100,0
46.5,8562,-100,0
46.6,8562,-100,0
46.7,8562,-100,0
46.8,8562,-100,0
46.85286,8562,-63,0
46.9,8562,-100,0
47,8562,-100,0
47.1,8562,-100,0
47.2,8562,-100,0
47.3,8562,-100,0
47.34611,8562,-63,0
47.4,8562,-100,0
47.5,8562,-100,0
47.6,8562,-100,0
47.7,8562,-100,0
47.74898,8562,-65,0
47.8,8562,-100,0
47.9,8562,-100,0
48,8562,-100,0
48.1,8562,-100,0
48.2,8562,-100,0
48.27381,8562,-68,0
48.3,8562,-100,0
48.4,8562,-100,0
48.5,8562,-100,0
48.6,8562,-100,0
48.7,8562,-100,0
48.8,8562,-100,0
48.9,8562,-100,0
49,8562,-100,0
49.1,8562,-100,0
49.2,8562,-100,0
49.3,8562,-100,0
49.4,8562,-100,0
49.5,8562,-100,0
49.6,8562,-100,0
49.7,8562,-100,0
49.8,8562,-100,0
49.9,8562,-100,0
50,8562,-100,0
50.1,8562,-100,0
50.2,8562,-100,0
50.2711,8562,-69,0
50.3,8562,-100,0
50.4,8562,-100,0
50.5,8562,-100,0
50.6,8562,-100,0
50.7,8562,-100,0
50.8,8562,-100,0
50.9,8562,-100,0
51,8562,-100,0
51.1,8562,-100,0
51.2,8562,-100,0
51.3,8562,-100,0
51.4,8562,-100,0
51.5,8562,-100,0
51.6,8562,-100,0
51.7,8562,-100,0
51.8,8562,-100,0
51.9,8562,-100,0
52,8562,-100,0
52.04741,8562,-60,0
52.1,8562,-100,0
52.2,8562,-100,0
52.3,8562,-100,0
52.4,8562,-100,0
52.5,8562,-100,0
52.57508,8562,-61,0
52.6,8562,-100,0
52.7,8562,-100,0
52.8,8562,-100,0
52.9,8562,-100,0
53,8562,-100,0
53.1,8562,-100,0
53.2,8562,-100,0
53.3,8562,-100,0
53.4,8562,-100,0
53.45104,8562,-64,0
53.5,8562,-100,0
53.6,8562,-100,0
53.7,8562,-100,0
53.8,8562,-100,0
53.84751,8562,-65,0
53.9,8562,-100,0
54,8562,-100,0
54.1,8562,-100,0
54.2,8562,-100,0
54.3,8562,-100,0
54.31089,8562,-65,0
54.4,8562,-100,0
54.5,8562,-100,0
54.6,8562,-100,0
54.7,8562,-100,0
54.72411,8562,-64,0
54.8,8562,-100,0
54.9,8562,-100,0
55,8562,-100,0
55.1,8562,-100,0
55.2,8562,-100,0
55.3,8562,-100,0
55.4,8562,-100,0
55.45115,8562,-65,0
55.5,8562,-100,0
55.6,8562,-100,0
55.7,8562,-100,0
55.8,8562,-100,0
55.84643,8562,-67,0
55.9,8562,-100,0
56,8562,-100,0
56.1,8562,-100,0
56.2,8562,-100,0
56.3,8562,-100,0
56.4,8562,-100,0
56.5,8562,-100,0
56.6,8562,-100,0
56.7,8562,-100,0
56.8,8562,-100,0
56.86991,8562,-66,0
56.9,8562,-100,0
57,8562,-100,0
57.1,8562,-100,0
57.2,8562,-100,0
57.24693,8562,-65,0
57.3,8562,-100,0
57.4,8562,-100,0
57.5,8562,-100,0
57.6,8562,-100,0
57.7,8562,-100,0
57.72229,8562,-66,0
57.8,8562,-100,0
57.9,8562,-100,0
58,8562,-100,0
58.1,8562,-100,0
58.2,8562,-100,0
58.3,8562,-100,0
58.4,8562,-100,0
58.5,8562,-100,0
58.6,8562,-100,0
58.7,8562,-100,0
58.8,8562,-100,0
58.9,8562,-100,0
59,8562,-100,0
59.1,8562,-100,0
59.2,8562,-100,0
59.3,8562,-100,0
59.4,8562,-100,0
59.5,8562,-100,0
59.6,8562,-100,0
59.7,8562,-100,0
59.8,8562,-100,0
59.9,8562,-100,0
60,8562,-100,0
60.1,8562,-100,0
60.2,8562,-100,0
60.3,8562,-100,0
60.4,8562,-100,0
60.5,8562,-100,0
60.6,8562,-100,0
60.7,8562,-100,0
60.8,8562,-100,0
60.9,8562,-100,0
61,8562,-100,0
61.1,8562,-100,0
61.2,8562,-100,0
61.3,8562,-100,0
61.4,8562,-100,0
61.5,8562,-100,0
61.6,8562,-100,0
61.7,8562,-100,0
61.8,8562,-100,0
61.9,8562,-100,0
62,8562,-100,0
62.1,8562,-100,0
62.2,8562,-100,0
62.3,8562,-100,0
62.4,8562,-100,0
62.5,8562,-100,0
62.6,8562,-100,0
62.7,8562,-100,0
62.8,8562,-100,0
62.9,8562,-100,0
63,8562,-100,0
63.1,8562,-100,0
63.2,8562,-100,0
63.3,8562,-100,0
63.4,8562,-100,0
63.5,8562,-100,0
63.6,8562,-100,0
63.7,8562,-100,0
63.8,8562,-100,0
63.9,8562,-100,0
64,8562,-100,0
64.1,8562,-100,0
64.2,8562,-100,0
64.3,8562,-100,0
64.4,8562,-100,0
64.5,8562,-100,0
64.6,8562,-100,0
64.7,8562,-100,0
64.8,8562,-100,0
64.9,8562,-100,0
65,8562,-100,0
65.1,8562,-100,0
65.2,8562,-100,0
65.3,8562,-100,0
65.4,8562,-100,0
65.5,8562,-100,0
65.6,8562,-100,0
65.7,8562,-100,0
65.8,8562,-100,0
65.9,8562,-100,0
66,8562,-100,0
66.1,8562,-100,0
66.2,8562,-100,0
66.3,8562,-100,0
66.4,8562,-100,0
66.5,8562,-100,0
66.6,8562,-100,0
66.7,8562,-100,0
66.8,8562,-100,0
66.9,8562,-100,0
67,8562,-100,0
67.1,8562,-100,0
67.2,8562,-100,0
67.3,8562,-100,0
67.4,8562,-100,0
67.5,8562,-100,0
67.6,8562,-100,0
67.7,8562,-100,0
67.8,8562,-100,0
67.9,8562,-100,0
68,8562,-100,0
68.1,8562,-100,0
68.2,8562,-100,0
68.3,8562,-100,0
68.4,8562,-100,0
68.5,8562,-100,0
68.6,8562,-100,0
68.7,8562,-100,0
68.8,8562,-100,0
68.9,8562,-100,0
69,8562,-100,0
69.1,8562,-100,0
69.2,8562,-100,0
69.3,8562,-100,0
69.4,8562,-100,0
69.5,8562,-100,0
69.6,8562,-100,0
69.7,8562,-100,0
69.8,8562,-100,0
69.9,8562,-100,0
70,8562,-100,0
70.1,8562,-100,0
70.2,8562,-100,0
70.3,8562,-100,0
70.4,8562,-100,0
70.5,8562,-100,0
70.6,8562,-100,0
70.7,8562,-100,0
70.8,8562,-100,0
70.9,8562,-100,0
71,8562,-100,0
71.1,8562,-100,0
71.2,8562,-100,0
71.3,8562,-100,0
71.4,8562,-100,0
71.5,8562,-100,0
71.6,8562,-100,0
71.7,8562,-100,0
71.8,8562,-100,0
71.9,8562,-100,0
72,8562,-100,0
72.1,8562,-100,0
72.2,8562,-100,0
72.3,8562,-100,0
72.4,8562,-100,0
72.5,8562,-100,0
72.6,8562,-100,0
72.7,8562,-100,0
72.8,8562,-100,0
72.9,8562,-100,0
73,8562,-100,0
73.1,8562,-100,0
73.2,8562,-100,0
73.3,8562,-100,0
73.4,8562,-100,0
73.5,8562,-100,0
73.6,8562,-100,0
73.7,8562,-100,0
73.8,8562,-100,0
73.9,8562,-100,0
74,8562,-100,0
74.1,8562,-100,0
74.2,8562,-100,0
74.3,8562,-100,0
74.4,8562,-100,0
74.5,8562,-100,0
74.6,8562,-100,0
74.7,8562,-100,0
74.8,8562,-100,0
74.9,8562,-100,0
75,8562,-100,0
75.1,8562,-100,0
75.2,8562,-100,0
75.3,8562,-100,0
75.4,8562,-100,0
75.5,8562,-100,0
75.6,8562,-100,0
75.7,8562,-100,0
75.8,8562,-100,0
75.9,8562,-100,0
76,8562,-100,0
76.1,8562,-100,0
76.2,8562,-100,0
76.3,8562,-100,0
76.4,8562,-100,0
76.5,8562,-100,0
76.6,8562,-100,0
76.7,8562,-100,0
76.8,8562,-100,0
76.9,8562,-100,0
77,8562,-100,0
77.1,8562,-100,0
77.2,8562,-100,0
77.3,8562,-100,0
77.4,8562,-100,0
77.5,8562,-100,0
77.6,8562,-100,0
77.7,8562,-100,0
77.8,8562,-100,0
77.9,8562,-100,0
78,8562,-100,0
78.1,8562,-100,0
78.2,8562,-100,0
78.3,8562,-100,0
78.4,8562,-100,0
78.5,8562,-100,0
78.6,8562,-100,0
78.7,8562,-100,0
78.8,8562,-100,0
78.9,8562,-100,0
79,8562,-100,0
79.1,8562,-100,0
79.2,8562,-100,0
79.3,8562,-100,0
79.4,8562,-100,0
79.5,8562,-100,0
79.6,8562,-100,0
79.7,8562,-100,0
79.8,8562,-100,0
79.9,8562,-100,0
80,8562,-100,0
80.1,8562,-100,0
80.2,8562,-100,0
80.3,8562,-100,0
80.4,8562,-100,0
80.5,8562,-100,0
80.6,8562,-100,0
80.7,8562,-100,0
80.8,8562,-100,0
80.9,8562,-100,0
81,8562,-100,0
81.1,8562,-100,0
81.2,8562,-100,0
81.3,8562,-100,0
81.4,8562,-100,0
81.5,8562,-100,0
81.6,8562,-100,0
81.7,8562,-100,0
81.8,8562,-100,0
81.9,8562,-100,0
82,8562,-100,0
82.1,8562,-100,0
82.2,8562,-100,0
82.3,8562,-100,0
82.4,8562,-100,0
82.5,8562,-100,0
82.6,8562,-100,0
82.7,8562,-100,0
82.8,8562,-100,0
82.9,8562,-100,0
83,8562,-100,0
83.1,8562,-100,0
83.2,8562,-100,0
83.3,8562,-100,0
83.4,8562,-100,0
83.5,8562,-100,0
83.6,8562,-100,0
83.7,8562,-100,0
83.8,8562,-100,0
83.9,8562,-100,0
84,8562,-100,0
84.1,8562,-100,0
84.2,8562,-100,0
84.3,8562,-100,0
84.4,8562,-100,0
84.5,8562,-100,0
84.6,8562,-100,0
84.7,8562,-100,0
84.8,8562,-100,0
84.9,8562,-100,0
85,8562,-100,0
85.1,8562,-100,0
85.2,8562,-100,0
85.3,8562,-100,0
85.4,8562,-100,0
85.47574,8562,-69,0
85.5,8562,-100,0
85.6,8562,-100,0
85.7,8562,-100,0
85.8,8562,-100,0
85.9,8562,-100,0
86,8562,-100,0
86.1,8562,-100,0
86.2,8562,-100,0
86.3,8562,-100,0
86.34699,8562,-67,0
86.4,8562,-100,0
86.5,8562,-100,0
86.6,8562,-100,0
86.7,8562,-100,0
86.8,8562,-100,0
86.84546,8562,-67,0
86.9,8562,-100,0
87,8562,-100,0
87.1,8562,-100,0
87.2,8562,-100,0
87.25201,8562,-67,0
87.3,8562,-100,0
87.4,8562,-100,0
87.5,8562,-100,0
87.6,8562,-100,0
87.7,8562,-100,0
87.8,8562,-100,0
87.82113,8562,-68,0
87.9,8562,-100,0
88,8562,-100,0
88.1,8562,-100,0
88.2,8562,-100,0
88.3,8562,-100,0
88.34729,8562,-68,0
88.4,8562,-100,0
88.5,8562,-100,0
88.6,8562,-100,0
88.7,8562,-100,0
88.8,8562,-100,0
88.9,8562,-100,0
89,8562,-100,0
89.1,8562,-100,0
89.2,8562,-100,0
89.3,8562,-100,0
89.34749,8562,-67,0
89.4,8562,-100,0
89.5,8562,-100,0
89.6,8562,-100,0
89.7,8562,-100,0
89.8,8562,-100,0
89.9,8562,-100,0
90,8562,-100,0
90.1,8562,-100,0
90.2,8562,-100,0
90.3,8562,-100,0
90.4,8562,-100,0
90.5,8562,-100,0
90.6,8562,-100,0
90.7,8562,-100,0
90.8,8562,-100,0
90.9,8562,-100,0
91,8562,-100,0
91.1,8562,-100,0
91.2,8562,-100,0
91.3,8562,-100,0
91.4,8562,-100,0
91.5,8562,-100,0
91.6,8562,-100,0
91.7,8562,-100,0
91.8,8562,-100,0
91.9,8562,-100,0
92,8562,-100,0
92.1,8562,-100,0
92.2,8562,-100,0
92.3,8562,-100,0
92.4,8562,-100,0
92.5,8562,-100,0
92.6,8562,-100,0
92.7,8562,-100,0
92.8,8562,-100,0
92.9,8562,-100,0
93,8562,-100,0
93.1,8562,-100,0
93.2,8562,-100,0
93.3,8562,-100,0
93.4,8562,-100,0
93.5,8562,-100,0
93.6,8562,-100,0
93.7,8562,-100,0
93.8,8562,-100,0
93.9,8562,-100,0
94,8562,-100,0
94.1,8562,-100,0
94.2,8562,-100,0
94.3,8562,-100,0
94.4,8562,-100,0
94.5,8562,-100,0
94.6,8562,-100,0
94.7,8562,-100,0
94.8,8562,-100,0
94.9,8562,-100,0
95,8562,-100,0
95.1,8562,-100,0
95.2,8562,-100,0
95.3,8562,-100,0
95.4,8562,-100,0
95.5,8562,-100,0
95.6,8562,-100,0
95.7,8562,-100,0
95.8,8562,-100,0
95.9,8562,-100,0
96,8562,-100,0
96.1,8562,-100,0
